provider_number,fy_start,fy_end,date_processed,date_created,data_source,beds,tot_charges,net_pat_rev,tot_discounts,tot_operating_exp,ip_charges,icu_charges,ancillary_charges,tot_discharges,mcare_discharges,mcaid_discharges,tot_mcare_payment,secondary_mcare_payment,street,city,state,zip,county,name,uncomp_care,cost_to_charge,new_cap_ass,cash,fixed_assets,depr_land,depr_bldg,depr_lease,depr_fixed_equip,depr_auto,depr_major_equip,depr_minor_equip,current_assets,current_liabilities,pps_ip_charges,pps_op_charges,pps_mcare_cost,pps_pgm_cost,hvbp_payment,hrrp_payment,tot_uncomp_care_charges,tot_uncomp_care_partial_pmts,bad_debt,depr_HIT,year,source,report,npi,status,time_diff,total_days,total_reports,report_number,max_days,max_date
10006,2019-07-01,2020-06-30,01/13/2022,01/12/2022,v2010,223.0,919915034.0,177193949.0,742721085.0,165422707.0,43133259.0,35461080.0,421484500.0,11756.0,4570.0,1879.0,47368633.0,45010.0,1701 VETERANS DRIVE,FLORENCE,AL,35630,LAUDERDALE,NORTH ALABAMA MEDICAL CENTER,,0.165596,3116016.0,-689510.0,283374283.0,,-44833281.0,,,,,,39632872.0,57729822.0,,,,,-228939.0,-349298.0,26812098.0,,14992624.0,,2020,unique reports,,,,,,,,,
10011,2019-07-01,2020-06-30,12/14/2021,12/12/2021,v2010,309.0,1296704310.0,218603823.0,1078100487.0,222674272.0,103049279.0,127659684.0,467895855.0,14222.0,2840.0,1614.0,36507485.0,71762.0,50 MEDICAL PARK DRIVE EAST,BIRMINGHAM,AL,35235-,JEFFERSON,ST. VINCENTS EAST,,0.151857,,-473674.0,72773303.0,-2425863.0,-33430428.0,-1700779.0,-386756.0,-1032.0,-46911603.0,-4534192.0,28125223.0,76667338.0,,,,,-144108.0,-136742.0,106376943.0,,21228920.0,,2020,unique reports,,,,,,,,,
10012,2019-04-01,2020-03-31,12/20/2021,12/17/2021,v2010,97.0,486470461.0,51685932.0,434784529.0,53192188.0,13030617.0,6595320.0,154021365.0,3204.0,939.0,774.0,7881754.0,2699.0,200 MEDICAL CENTER DRIVE,FORT PAYNE,AL,35967,DEKALB,DEKALB REGIONAL MEDICAL CENTER,,0.098985,2299690.0,-437190.0,18635394.0,-596154.0,-8109489.0,-2522456.0,-2734743.0,-19938.0,-8958564.0,-3277653.0,11988637.0,5663603.0,,,,,-37119.0,-26385.0,11009801.0,,16626954.0,,2020,unique reports,,,,,,,,,
10022,2019-07-01,2020-06-30,11/16/2021,11/10/2021,v2010,45.0,75036851.0,9717261.0,65319590.0,12372049.0,8879620.0,,4516883.0,723.0,216.0,211.0,1278557.0,,400 NORTHWOOD DRIVE,CENTRE,AL,35960-,CHEROKEE,CHEROKEE MEDICAL CENTER,,0.190668,92545.0,8420449.0,1269338.0,,-92845.0,,-25728.0,,-117824.0,,10318623.0,18534278.0,,,,,5469.0,-29.0,378776.0,,8938351.0,,2020,unique reports,,,,,,,,,
10023,2019-07-01,2020-06-30,03/15/2022,03/14/2022,v2010,326.0,1593578060.0,477473157.0,1116104903.0,500661200.0,88745274.0,56949968.0,595411253.0,14979.0,3821.0,3215.0,55520688.0,77172.0,2105  EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116-,MONTGOMERY,BAPTIST MEDICAL CENTER SOUTH,,0.282433,9743507.0,94291379.0,108792676.0,-5503876.0,-124277976.0,,-2687271.0,,-96830321.0,,162865252.0,151388871.0,,,,,-179016.0,-375990.0,25340150.0,,67356205.0,,2020,unique reports,,,,,,,,,
10035,2019-07-01,2020-06-30,12/28/2021,12/27/2021,v2010,133.0,548809206.0,125500706.0,423308500.0,129335673.0,24870675.0,19473017.0,154626285.0,7810.0,2580.0,1461.0,24407094.0,30438.0,1912 ALABAMA HIGHWAY 157,CULLMAN,AL,35056,CULLMAN,CULLMAN REGIONAL,,0.202721,7772807.0,40613328.0,68602769.0,,-86610515.0,,,,,,61970363.0,37883180.0,,,,,-107930.0,-269563.0,7617613.0,,38326032.0,,2020,unique reports,,,,,,,,,
10036,2019-04-01,2020-03-31,12/23/2021,12/21/2021,v2010,83.0,283774433.0,40534085.0,243240348.0,42281447.0,22412908.0,7888639.0,68976698.0,2696.0,1230.0,587.0,8784751.0,2259.0,849 THREE NOTCH STREET,ANDALUSIA,AL,36420,COVINGTON,ANDALUSIA REGIONAL HOSPITAL,,0.116891,1660648.0,6704.0,9458923.0,,-405869.0,-73195.0,-119449.0,-286436.0,-715323.0,,5876652.0,2058301.0,,,,,38613.0,-43298.0,4259456.0,,9632436.0,,2020,unique reports,,,,,,,,,
10039,2019-07-01,2020-06-30,11/30/2021,11/29/2021,v2010,887.0,5188724851.0,1262807736.0,3925917115.0,1352095518.0,246902993.0,442682009.0,1943953449.0,48584.0,12785.0,10691.0,169967042.0,260922.0,101 SIVLEY ROAD,HUNTSVILLE,AL,35801-,MADISON,HUNTSVILLE HOSPITAL,,0.169658,51288580.0,295549029.0,470770390.0,-59865377.0,-364123051.0,,,,,-355941746.0,1413789039.0,382155701.0,,,,,-602356.0,-1492840.0,77316738.0,209464.0,266989003.0,,2020,unique reports,,,,,,,,,
10056,2019-07-01,2020-06-30,12/21/2021,12/20/2021,v2010,399.0,2170203860.0,420643247.0,1749560613.0,441173004.0,123542393.0,81666162.0,692774129.0,19579.0,4390.0,1963.0,52165741.0,54659.0,810 ST VINCENTS DRIVE,BIRMINGHAM,AL,35205-,JEFFERSON,ST VINCENTS BIRMINGHAM,,0.176608,22061443.0,799523.0,151440170.0,-5576432.0,-173229710.0,-382010.0,-14834547.0,-295399.0,-214897809.0,-10404063.0,56323892.0,284184460.0,,,,,46473.0,-477892.0,83167250.0,,16691189.0,,2020,unique reports,,,,,,,,,
10079,2019-07-01,2020-06-30,03/15/2022,03/14/2022,v2010,66.0,298358889.0,85070367.0,213288522.0,97909546.0,6230934.0,2097388.0,83547416.0,3881.0,1214.0,954.0,12070872.0,1533.0,ATHENS LIMESTONE HOSPITAL,ATHENS,AL,35611-,LIMESTONE,ATHENS LIMESTONE,,0.218753,4418955.0,273427.0,30541949.0,-2857640.0,-32913420.0,,,,-35562640.0,,16022617.0,24984696.0,,,,,-33643.0,-82922.0,2965537.0,32829.0,18554420.0,,2020,unique reports,,,,,,,,,
10085,2019-04-01,2020-03-31,11/29/2021,11/29/2021,v2010,266.0,492324601.0,137025191.0,355299410.0,156035019.0,17434320.0,13315797.0,134996650.0,9235.0,3563.0,1585.0,30963974.0,49674.0,7TH STREET S.E.,DECATUR,AL,35609-,MORGAN,DECATUR MORGAN - DECATUR CAMPUS,,0.233361,1613621.0,-67127.0,74339022.0,,-54887106.0,,,,-120138844.0,,-48704472.0,13328039.0,,,,,-6439.0,-504092.0,7171932.0,4126.0,38405601.0,,2020,unique reports,,,,,,,,,
10090,2019-07-01,2020-06-30,05/25/2022,05/24/2022,v2010,349.0,858307725.0,224961275.0,633346450.0,220645224.0,52171183.0,19745433.0,350804077.0,13050.0,3263.0,1916.0,37955573.0,53857.0,6801 AIRPORT BLVD,MOBILE,AL,36608,MOBILE,PROVIDENCE HOSPITAL,,0.247297,5859254.0,-41803.0,64295251.0,-5788068.0,-85331437.0,-172768.0,-1539515.0,-140099.0,-85088755.0,-14249927.0,34088320.0,132865358.0,,,,,-174466.0,-276794.0,60252589.0,,11882687.0,,2020,unique reports,,,,,,,,,
10091,2019-07-01,2020-06-30,12/14/2021,12/12/2021,v2010,21.0,45087843.0,10583994.0,34503849.0,14890755.0,825949.0,,4139542.0,557.0,91.0,286.0,746507.0,,295 SOUTH JACKSON STREET,GROVE HILL,AL,36451-,CLARKE,GROVE HILL MEMORIAL HOSPITAL,,0.298228,42144.0,3202571.0,4621371.0,,-6092197.0,,,,,,5265616.0,3386928.0,,,,,3359.0,-1961.0,,,3997716.0,,2020,unique reports,,,,,,,,,
10100,2019-04-01,2020-03-31,12/03/2021,12/02/2021,v2010,129.0,611760706.0,184905086.0,426855620.0,173329959.0,14193980.0,7390659.0,220100939.0,10337.0,3155.0,2020.0,31243993.0,70045.0,750 MORPHY AVE,FAIRHOPE,AL,36532-,BALDWIN,THOMAS HOSPITAL,,0.266723,3520959.0,12047951.0,81607046.0,-2972935.0,-59490822.0,-5904959.0,-3359965.0,,-77762060.0,,104731405.0,13599540.0,,,,,91056.0,-587645.0,2907066.0,,27649645.0,,2020,unique reports,,,,,,,,,
10104,2019-07-01,2020-06-30,12/23/2021,12/21/2021,v2010,373.0,5123001748.0,454475493.0,4668526255.0,396551846.0,174039757.0,208013946.0,2148475759.0,22655.0,5381.0,1591.0,71890530.0,134558.0,800 MONTCLAIR ROAD,BIRMINGHAM,AL,35213,JEFFERSON,GRANDVIEW MEDICAL CENTER,,0.074052,9627869.0,-228022.0,356104519.0,-196728.0,-20645257.0,-11398426.0,-3110906.0,-361186.0,-56952139.0,-18403833.0,69314038.0,218004411.0,,,,,-11384.0,-1585322.0,66406585.0,1929.0,56904766.0,,2020,unique reports,,,,,,,,,
10108,2019-07-01,2020-06-30,12/28/2021,12/27/2021,v2010,55.0,187361790.0,37905158.0,149456632.0,44477517.0,14330571.0,3002269.0,44574159.0,2678.0,738.0,336.0,5898682.0,12680.0,124 SOUTH MEMORIAL DRIVE,PRATTVILLE,AL,36067-,AUTAUGA,PRATTVILLE BAPTIST HOSPITAL,,0.234039,1552003.0,700.0,13986849.0,-280738.0,-10471386.0,,-486294.0,,-11612968.0,,4527548.0,8238885.0,,,,,32873.0,-1297.0,2794819.0,,14327724.0,,2020,unique reports,,,,,,,,,
10113,2019-04-01,2020-03-31,12/21/2021,12/20/2021,v2010,596.0,1256284193.0,423834640.0,832449553.0,448561732.0,110514573.0,33869222.0,627924235.0,24926.0,6578.0,5409.0,78646511.0,309827.0,FIVE MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652-,MOBILE,MOBILE INFIRMARY MEDICAL CENTER,,0.308031,12234510.0,24504410.0,81287364.0,-3683568.0,-132767408.0,-2052533.0,-2209699.0,,-167260383.0,,369992522.0,36962143.0,,,,,-75944.0,-318307.0,7668490.0,10479.0,72112401.0,,2020,unique reports,,,,,,,,,
10118,2019-07-01,2020-06-30,12/28/2021,12/27/2021,v2010,109.0,551436141.0,59699705.0,491736436.0,60817611.0,22005339.0,14933221.0,171766859.0,4984.0,1312.0,1600.0,12646470.0,30286.0,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,VAUGHAN REGIONAL MEDICAL CENTER,,0.08391,1095723.0,300449.0,12027381.0,,-705469.0,-126737.0,-36200.0,,-1160220.0,-539639.0,7910974.0,16539181.0,,,,,12784.0,-40701.0,25635756.0,,21243262.0,,2020,unique reports,,,,,,,,,
10126,2019-04-01,2020-03-31,12/15/2021,12/14/2021,v2010,41.0,159080893.0,30847255.0,128233638.0,33087372.0,6511928.0,2437936.0,17099303.0,1320.0,372.0,363.0,3031754.0,,130 HIGHWAY 231,TROY,AL,36081,PIKE,TROY REGIONAL MEDICAL CENTER,,0.174593,1566967.0,2423246.0,12834444.0,,-12192031.0,,,,,,8067635.0,4162018.0,,,,,-8129.0,-10877.0,377519.0,,11460893.0,,2020,unique reports,,,,,,,,,
10129,2019-04-01,2020-03-31,12/30/2021,12/29/2021,v2010,25.0,98427918.0,33936206.0,64491712.0,40244529.0,1371516.0,685600.0,21377686.0,1846.0,365.0,822.0,3094417.0,11064.0,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,NORTH BALDWIN INFIRMARY,,0.365936,3110989.0,-263614.0,15367385.0,-115473.0,-18283918.0,,-501331.0,,-19430912.0,,-39192674.0,2354308.0,,,,,7116.0,-27191.0,453185.0,,8098861.0,,2020,unique reports,,,,,,,,,
10130,2019-07-01,2020-06-30,04/26/2022,04/25/2022,v2010,40.0,234063521.0,31963426.0,202100095.0,29890988.0,6334917.0,4740269.0,30554961.0,1666.0,511.0,99.0,3229868.0,,7063 VETERANS PARKWAY,PELL CITY,AL,35125,ST. CLAIR,ST. VINCENTS ST. CLAIR,,0.121203,1058850.0,-107057.0,3233441.0,-17067.0,-69186.0,,-155212.0,,-8369458.0,-185053.0,4013334.0,17940865.0,,,,,19900.0,-3009.0,21764734.0,,6364311.0,,2020,unique reports,,,,,,,,,
10131,2019-07-01,2020-06-30,12/21/2021,12/20/2021,v2010,190.0,2696329997.0,219931554.0,2476398443.0,199433859.0,111479644.0,32156929.0,1118672681.0,10519.0,3150.0,773.0,34544628.0,30128.0,ONE HOSPITAL DRIVE,HUNTSVILLE,AL,35801-,MADISON,CRESTWOOD MEDICAL CENTER,,0.070609,12995823.0,-11250.0,99926360.0,-1140915.0,-39642993.0,-3180940.0,-2131525.0,-23998.0,-31169853.0,-10136147.0,33609270.0,-69322233.0,,,,,-126756.0,-877464.0,59615186.0,1875.0,59259967.0,,2020,unique reports,,,,,,,,,
10149,2019-07-01,2020-06-30,03/15/2022,03/14/2022,v2010,184.0,554706584.0,141287795.0,413418789.0,138410686.0,48748468.0,28357299.0,219929193.0,11045.0,1513.0,4781.0,14815301.0,5161.0,400 TAYLOR ROAD,MONTGOMERY,AL,36117-,MONTGOMERY,BAPTIST MEDICAL CENTER EAST,,0.234742,1666589.0,2000.0,49339069.0,-1531843.0,-48903103.0,-318253.0,-383234.0,,-37479779.0,,13945006.0,11345938.0,,,,,-31768.0,-6622.0,6695307.0,,24797104.0,,2020,unique reports,,,,,,,,,
10157,2019-04-01,2020-03-31,12/28/2021,12/27/2021,v2010,122.0,113862080.0,32120288.0,81741792.0,33031449.0,7976518.0,202917.0,39650147.0,1635.0,223.0,339.0,2415999.0,3316.0,201 W AVALON AVE.,MUSCLE SHOALS,AL,35661,COLBERT,SHOALS HOSPITAL,,0.249013,6474137.0,-958526.0,287851674.0,,-40685575.0,,,,,,46387773.0,18228346.0,,,,,662.0,-12048.0,4465256.0,,3800341.0,,2020,unique reports,,,,,,,,,
10164,2019-08-01,2020-07-31,12/30/2021,12/29/2021,v2010,122.0,286941142.0,61179420.0,225761722.0,66010483.0,8551431.0,3181235.0,62599698.0,2893.0,642.0,1141.0,5872107.0,,315 WEST HICKORY STREET,SYLACAUGA,AL,35150,TALLADEGA,COOSA VALLEY MEDICAL CENTER,,0.194044,2177290.0,19975297.0,24878734.0,,,,-30214565.0,,,,32458077.0,17001437.0,,,,,23322.0,-10159.0,10216954.0,203367.0,7027850.0,,2020,unique reports,,,,,,,,,
10173,2019-07-01,2020-06-30,05/03/2022,04/29/2022,v2010,26.0,136286023.0,17547670.0,118738353.0,23482944.0,3767435.0,,4837312.0,560.0,129.0,74.0,1886105.0,,2030 LAY DAM ROAD,CLANTON,AL,35045,CHILTON,ST. VINCENTS CHILTON,,0.165891,50635.0,1450.0,32201153.0,,-3754429.0,,-57195.0,,-5075042.0,-1859731.0,3256072.0,4793185.0,,,,,,,18323276.0,,4086557.0,,2020,unique reports,,,,,,,,,
11305,2019-07-01,2020-06-30,12/03/2020,12/01/2020,v2010,25.0,86481198.0,22474945.0,64006253.0,25479534.0,4798728.0,1750056.0,8537938.0,575.0,166.0,59.0,,,150 GILBREATH DRIVE,ONEONTA,AL,35121-,BLOUNT,ST. VINCENTS BLOUNT,,0.277972,1691297.0,-302703.0,5038650.0,-336000.0,-11901392.0,-5470.0,-63786.0,,-3629686.0,-151917.0,2855269.0,9207869.0,,,,,,,60667022.0,,12158480.0,,2020,unique reports,,,,,,,,,
11306,2019-07-01,2020-06-30,06/07/2022,06/02/2022,v2010,15.0,31571782.0,9130130.0,22441652.0,13693653.0,2900230.0,,1333742.0,218.0,67.0,,,,1032 MAIN STREET SOUTH,WEDOWEE,AL,36278,,TANNER MEDICAL CENTER ALABAMA  INC.,,0.505083,281068.0,597408.0,25026752.0,,-6780582.0,,,,,,4430892.0,16189898.0,,,,,,,4021662.0,,594106.0,,2020,unique reports,,,,,,,,,
12006,2019-04-01,2020-03-31,02/25/2022,02/23/2022,v2010,22.0,28781640.0,10048371.0,18733269.0,10042048.0,4955187.0,,23826453.0,321.0,154.0,,,,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,INFIRMARY LTAC HOSPITAL,,,138168.0,1802922.0,567670.0,,,,,,-1827878.0,,6556440.0,3856827.0,,,,,,,,,,,2020,unique reports,,,,,,,,,
12007,2019-09-01,2020-08-31,02/03/2021,02/02/2021,v2010,65.0,22681789.0,8462692.0,14219097.0,7889871.0,11810695.0,,10871094.0,208.0,94.0,,,,1725 PINE STREET 5TH FLOOR,MONTGOMERY,AL,36106,MONTGOMERY,NOLAND HOSPITAL MONTGOMERY II,,,139874.0,-567932.0,697825.0,,,-471230.0,,,-2119731.0,,30895176.0,2445469.0,,,,,,,,,,,2020,unique reports,,,,,,,,,
12008,2019-09-01,2020-08-31,04/21/2022,04/12/2022,v2010,38.0,103578409.0,18781832.0,84796577.0,17160315.0,32852456.0,,70725953.0,352.0,162.0,,,,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35213,JEFFERSON,SSH - BIRMINGHAM,,,67352.0,,993707.0,,-1142267.0,,,,-1824693.0,,2737829.0,4102562.0,,,,,,,,,,,2020,unique reports,,,,,,,,,
12009,2019-09-01,2020-08-31,03/17/2021,03/16/2021,v2010,45.0,23897661.0,10545731.0,13351930.0,8096241.0,14141261.0,,9738838.0,283.0,169.0,,,,50 MEDICAL PARK EAST  8TH FLOOR,BIRMINGHAM,AL,35235,JEFFERSON,NOLAND HOSPITAL BIRMINGHAM II,,,411489.0,-656362.0,740830.0,,,-48607.0,,,-1708408.0,,28777305.0,2452109.0,,,,,,,,,,,2020,unique reports,,,,,,,,,
12010,2019-09-01,2020-08-31,03/17/2021,03/16/2021,v2010,38.0,33973562.0,10803343.0,23170219.0,9142625.0,18271825.0,,15701737.0,301.0,214.0,,,,1180 ROSS CLARK CIRCLE 4TH FLOOR,DOTHAN,AL,36301,HOUSTON,NOLAND HOSPITAL DOTHAN II,,,189178.0,-790661.0,559470.0,,,-47580.0,,,-1102125.0,,24943093.0,2792908.0,,,,,,,,,,,2020,unique reports,,,,,,,,,
12011,2019-09-01,2020-08-31,03/17/2021,03/16/2021,v2010,38.0,28222211.0,9963123.0,18259088.0,7985377.0,14485441.0,,13736770.0,295.0,221.0,,,,400 E. 10TH STREET 4TH FLOOR,ANNISTON,AL,36207-4716,CALHOUN,NOLAND HOSPITAL ANNISTON II,,,334312.0,-641130.0,709627.0,,,-116182.0,,,-1858763.0,,26154632.0,2143734.0,,,,,,,,,,,2020,unique reports,,,,,,,,,
12012,2019-09-01,2020-08-31,03/17/2021,03/16/2021,v2010,32.0,27390694.0,8706910.0,18683784.0,7153579.0,14436723.0,,12952593.0,251.0,174.0,,,,809 UNIVERSITY BLVD E. 4TH FLOOR,TUSCALOOSA,AL,35402-0284,TUSCALOOSA,NOLAND HOSPITAL TUSCALOOSA II,,,411997.0,-605474.0,712456.0,,,-478180.0,,,-1211708.0,,27101784.0,1951870.0,,,,,,,,,,,2020,unique reports,,,,,,,,,
