provider_number,fy_start,fy_end,date_processed,date_created,data_source,beds,tot_charges,net_pat_rev,tot_discounts,tot_operating_exp,ip_charges,icu_charges,ancillary_charges,tot_discharges,mcare_discharges,mcaid_discharges,tot_mcare_payment,secondary_mcare_payment,street,city,state,zip,county,name,uncomp_care,cost_to_charge,new_cap_ass,cash,fixed_assets,depr_land,depr_bldg,depr_lease,depr_fixed_equip,depr_auto,depr_major_equip,depr_minor_equip,current_assets,current_liabilities,pps_ip_charges,pps_op_charges,pps_mcare_cost,pps_pgm_cost,hvbp_payment,hrrp_payment,tot_uncomp_care_charges,tot_uncomp_care_partial_pmts,bad_debt,depr_HIT,year,source,report,npi,status,time_diff,total_days,total_reports,report_number,max_days,max_date
10001,2013-10-01,2014-09-30,03/13/2015,03/11/2015,v2010,398.0,1451185686.0,290209919.0,1160975767.0,313050295.0,129439329.0,23985027.0,518058528.0,18489.0,8471.0,2907.0,80577316.0,56453.0,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36301,HOUSTON,SOUTHEAST ALABAMA MEDICAL CENTER,,0.179295,19513327.0,5836798.0,159012623.0,,,,,,,,68781537.0,35131255.0,,,,,68134.0,,24962490.0,,102519324.0,-340019664.0,2014,unique reports,,,,,,,,,
10005,2013-10-01,2014-09-30,03/11/2015,03/10/2015,v2010,204.0,454454041.0,134587150.0,319866891.0,140630091.0,17995110.0,5113530.0,98234010.0,8849.0,3938.0,1449.0,28288603.0,18984.0,2505 U.S. HIGHWAY 431,BOAZ,AL,35957-,MARSHALL,MARSHALL MEDICAL CENTER - SOUTH,,0.273267,14489224.0,8982354.0,89381127.0,-5076746.0,-63914767.0,,-7849778.0,,-83247166.0,,26870317.0,70203.0,,,,,50368.0,,10239020.0,189315.0,30564249.0,-1845511.0,2014,unique reports,,,,,,,,,
10006,2013-07-01,2014-06-30,12/10/2014,12/09/2014,v2010,358.0,720463113.0,137061896.0,583401217.0,131155532.0,38995708.0,23586625.0,345371081.0,11805.0,5777.0,1819.0,49855012.0,31981.0,205 MARENGO STREET,FLORENCE,AL,35630,LAUDERDALE,ELIZA COFFEE MEMORIAL HOSPITAL,,0.155525,4419371.0,-889089.0,61611198.0,,-44502719.0,,,,,,32568462.0,15335860.0,,,,,-83126.0,,15849025.0,2204966.0,38839079.0,,2014,unique reports,,,,,,,,,
10007,2013-10-01,2014-09-30,03/13/2015,03/12/2015,v2010,45.0,46358808.0,13886141.0,32472667.0,16882714.0,2143750.0,722935.0,10498539.0,1573.0,708.0,158.0,3637534.0,,702 MAIN STREET,OPP,AL,36462-,COVINGTON,MIZELL MEMORIAL HOSPITAL,,0.314959,896397.0,108117.0,7584510.0,,-9990237.0,,-12072303.0,,,,5702679.0,1846257.0,,,,,-13310.0,-17184.0,368432.0,3347.0,3759077.0,,2014,unique reports,,,,,,,,,
10008,2014-01-01,2014-12-31,07/25/2015,07/06/2015,v2010,29.0,35658754.0,9530892.0,26127862.0,11681868.0,6428831.0,,4782605.0,352.0,238.0,41.0,1343104.0,,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,CRENSHAW COMMUNITY HOSPITAL,,0.324196,177948.0,-340734.0,243328.0,,,,,,-1089101.0,,3230590.0,3556846.0,,,,,457.0,-278.0,3213863.0,,5220041.0,,2014,unique reports,,,,,,,,,
10011,2013-07-01,2014-06-30,12/02/2014,11/25/2014,v2010,313.0,1002699704.0,188013348.0,814686356.0,204376438.0,72186153.0,82604103.0,375981960.0,15022.0,3986.0,2040.0,42585172.0,120009.0,50 MEDICAL PARK DRIVE EAST,BIRMINGHAM,AL,35235-,JEFFERSON,ST. VINCENTS EAST,,0.190118,7415834.0,7250.0,85833527.0,-1715753.0,-18622557.0,-557113.0,-293999.0,,-33980085.0,,45905232.0,49867581.0,,,,,-51923.0,-41931.0,38977903.0,,15247672.0,,2014,unique reports,,,,,,,,,
10012,2013-04-01,2014-03-31,09/15/2014,09/12/2014,v2010,97.0,294669710.0,55121849.0,239547861.0,61707367.0,8788791.0,5745025.0,97643536.0,3206.0,1187.0,783.0,8034589.0,,200 MEDICAL CENTER DRIVE,FORT PAYNE,AL,35967,DEKALB,DEKALB REGIONAL MEDICAL CENTER,,0.135149,3682592.0,-83132.0,24298638.0,-201498.0,-4569580.0,-904627.0,-887508.0,-18250.0,-7426092.0,-2276979.0,9483797.0,59157864.0,,,,,781.0,-19127.0,4156301.0,12926.0,11846389.0,,2014,unique reports,,,,,,,,,
10016,2014-01-01,2014-12-31,03/30/2016,03/28/2016,v2010,212.0,865168669.0,147053136.0,718115533.0,146580603.0,97024336.0,,399188182.0,11158.0,3246.0,2164.0,30874209.0,154732.0,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,SHELBY BAPTIST MEDICAL CENTER,,0.160298,,32692.0,128013952.0,,-125993768.0,,,,,,21785773.0,28803517.0,,,,,43129.0,-86772.0,31142012.0,,44413507.0,,2014,unique reports,,,,,,,,,
10018,2013-10-01,2014-09-30,03/16/2015,03/11/2015,v2010,12.0,118836912.0,36388548.0,82448364.0,33510063.0,1233060.0,,,57.0,25.0,4.0,245400.0,,1720 UNIVERSITY BOULEVARD,BIRMINGHAM,AL,35233-,JEFFERSON,CALLAHAN EYE FOUNDATION HOSP,,0.234906,4176987.0,21054525.0,18820174.0,,,,,,,,26961287.0,7389788.0,,,,,,,2071993.0,395265.0,2222419.0,,2014,unique reports,,,,,,,,,
10019,2013-10-01,2014-12-31,2016-01-20 00:00:00,2015-12-28 00:00:00,v2010,185.0,317909934.6,43130264.0,259258801.00000003,69371516.0,21099037.200000003,3327347.6,83695535.80000001,5681.000000000001,2417.4,1900.8000000000002,18497558.6,10537.6,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660-,COLBERT,HELEN KELLER HOSPITAL,,0.212974,218810.5,1597357.5,25805190.5,-2731977.0,-32326930.0,-35138.0,,,-70684959.5,,17440046.0,4482167.0,,,,,27713.2,-2357.0,5953918.5,,13975520.5,,2014,weighted_average,551642.0,,1.0,455.0,455.0,2.0,1.0,364.0,2014-12-31
